Alloy Name,DOIs
CoCrNiFeTa,"['10.1016.j.matchar.2024.113826', '10.1016.j.intermet.2024.108362']"
CoCrNiMn,"['10.1016.j.surfcoat.2022.128921', '10.1016.j.ijmecsci.2024.109585', '10.1016.j.optlastec.2024.111162']"
CoCrNiMo,"['10.1016.j.mtcomm.2024.108180', '10.1016.j.intermet.2021.107209', '10.1016.j.jallcom.2020.156189', '10.1016.j.matdes.2021.110068', '10.1016.j.matdes.2022.110751', '10.1016.j.msea.2022.143129']"
CoCrNiMo0.1,"['10.1016.j.msea.2021.142048', '10.1016.j.msea.2022.143944']"
CoCrNiMo0.2,"['10.1016.j.msea.2021.142048', '10.1016.j.msea.2022.143944', '10.1016.j.intermet.2021.107209', '10.1016.j.jmst.2023.01.043']"
CoCrNiMo0.4,"['10.1016.j.intermet.2021.107209', '10.1016.j.jallcom.2020.156189']"
CoCrNiMo0.6,"['10.1016.j.intermet.2021.107209', '10.1016.j.jallcom.2020.156189']"
CoCrNiMoCB,"['10.1016.j.matdes.2022.110751', '10.1016.j.matlet.2022.132558', '10.1016.j.matlet.2022.133299']"
CoCrNiNb0,"['10.1016.j.jelechem.2022.116107', '10.1016.j.triboint.2021.107160']"
CoCrNiNb0.2,"['10.1016.j.jelechem.2022.116107', '10.1016.j.triboint.2021.107160']"
CoCrNiNb0.5,"['10.1016.j.jelechem.2022.116107', '10.1016.j.triboint.2021.107160']"
CoCrNiSi0.2,"['10.1016.j.msea.2022.143655', '10.1016.j.jallcom.2023.171907']"
CoCrNiSi0.3C0.048,"['10.1016.j.jmrt.2023.10.266', '10.1016.j.msea.2023.145036']"
CoCrNiTi0.1,"['10.1016.j.mattod.2020.10.003', '10.1016.j.msea.2024.146992']"
CoCrNiW,"['10.1016.j.jallcom.2019.03.235', '10.1016.j.actamat.2020.09.056']"
CoCu1.71FeMnNi,"['10.1016.j.matlet.2020.127866', '10.1016.j.actamat.2021.117307', '10.1016.j.msea.2019.138120']"
CoCuFeMnNi,"['10.1016.j.mser.2021.100645', '10.1016.j.scriptamat.2020.05.047', '10.1016.j.pmatsci.2021.100854', '10.1016.j.jallcom.2018.07.264', '10.1016.j.matdes.2018.07.046', '10.1016.j.actamat.2021.117281', '10.1016.j.scriptamat.2020.06.060', '10.1016.j.msea.2019.138120', '10.1016.j.actamat.2019.09.030', '10.1016.j.ijfatigue.2019.105258', '10.1016.j.jallcom.2020.153763', '10.1016.j.jallcom.2022.163867', '10.1016.j.jallcom.2022.164810', '10.1016.j.jallcom.2023.169706', '10.1016.j.matchemphys.2017.08.051', '10.1016.j.msea.2019.04.096', '10.1016.j.msea.2020.139187', '10.1016.j.msea.2021.141875', '10.1016.j.msea.2023.144587', '10.1016.j.msea.2023.145829', '10.1016.j.jmapro.2022.10.048', '10.1016.S1003-6326(21)65715-1']"
CoCuFeMnNiTi0.13,"['10.1016.j.jallcom.2023.169706', '10.1016.j.jmrt.2023.09.223']"
CoCuFeNi,"['10.1016.j.msea.2020.140218', '10.1016.j.jallcom.2022.166999', '10.1016.j.intermet.2016.03.002', '10.1016.j.ijrmhm.2022.105808', '10.1016.j.msea.2020.139892']"
CoCuFeNiPd,"['10.1016.j.actamat.2021.116638', '10.1016.j.cap.2023.12.018', '10.1016.j.jallcom.2021.160776', '10.1016.j.scriptamat.2022.114950']"
CoCuMgNiZnO,"['10.1016.j.actamat.2021.116735', '10.1016.j.actamat.2017.12.037']"
CoCuMn,"['10.1016.j.mtcomm.2019.100658', '10.1016.j.cej.2021.132410']"
CoFe,"['10.1016.j.matdes.2021.109790', '10.1016.j.actamat.2015.11.040']"
CoFeCrNiCu,"['10.1016.j.jmrt.2023.02.134', '10.1016.j.jeurceramsoc.2020.03.044']"
CoFeMnNi,"['10.1016.j.jallcom.2023.170826', '10.1016.j.actamat.2019.04.017', '10.1016.j.actamat.2017.03.013', '10.1016.j.msea.2018.09.050', '10.1016.j.msea.2021.142175']"
CoFeMnNiAl,"['10.1016.j.actamat.2017.03.013', '10.1016.j.intermet.2021.107298']"
CoFeNi,"['10.1016.j.electacta.2022.141444', '10.1016.j.actamat.2021.116938', '10.1016.j.actamat.2023.119248', '10.1016.j.mtnano.2023.100331', '10.1016.j.matlet.2018.01.092', '10.1016.j.jallcom.2013.10.133', '10.1016.j.actamat.2019.04.017', '10.1016.j.intermet.2020.106714', '10.1016.j.mtcomm.2022.104059', '10.1016.j.commatsci.2015.09.058', '10.1016.j.ijplas.2019.07.003', '10.1016.j.jallcom.2015.12.172', '10.1016.j.jallcom.2018.09.342', '10.1016.j.jallcom.2018.08.200', '10.1016.j.intermet.2016.03.002', '10.1016.j.actamat.2023.119163', '10.1016.j.intermet.2014.05.007', '10.1016.j.intermet.2024.108358', '10.1016.j.jallcom.2019.06.318', '10.1016.j.jallcom.2023.173183', '10.1016.j.msea.2021.141297', '10.1016.j.powtec.2022.117187', '10.1016.j.scriptamat.2020.05.063']"
CoFeNi1.2VMo,"['10.1016.j.matchar.2018.07.030', '10.1016.j.jallcom.2015.07.185']"
CoFeNi1.4VMo,"['10.1016.j.matchar.2018.07.030', '10.1016.j.jallcom.2015.07.185']"
CoFeNi1.6VMo,"['10.1016.j.matchar.2018.07.030', '10.1016.j.jallcom.2015.07.185']"
CoFeNi2,"['10.1016.j.apsusc.2022.156102', '10.1016.j.triboint.2023.108892']"
CoFeNi2V0.5Mo0.2,"['10.1016.j.msea.2020.139027', '10.1016.j.scriptamat.2019.02.038']"
CoFeNiAl0.5Ti0.5,"['10.1016.j.msea.2021.141297', '10.1016.j.msea.2013.12.096']"
CoFeNiCr,"['10.1016.j.matlet.2018.01.092', '10.1016.j.commatsci.2021.110796']"
CoFeNiCrCu,"['10.1016.j.matchar.2022.112419', '10.1016.j.jeurceramsoc.2020.08.050']"
CoFeNiCrMn,"['10.1016.j.matlet.2018.01.092', '10.1016.j.msea.2021.140810']"
CoFeNiMnAl,"['10.1016.j.matchemphys.2023.127518', '10.1016.j.msea.2018.06.022']"
CoFeNiMnCr,"['10.1016.j.jallcom.2019.152943', '10.1016.j.jallcom.2020.154818']"
CoFeNiPd,"['10.1016.j.matdes.2020.108611', '10.1016.j.jallcom.2018.03.165']"
CoFeNiVMo0.2,"['10.1016.j.matchar.2018.07.030', '10.1016.j.jallcom.2015.07.185']"
CoFeNiVMo0.4,"['10.1016.j.matchar.2018.07.030', '10.1016.j.jallcom.2015.07.185']"
CoFeNiVMo0.6,"['10.1016.j.matchar.2018.07.030', '10.1016.j.jallcom.2015.07.185']"
CoFeNiVMo0.8,"['10.1016.j.matchar.2018.07.030', '10.1016.j.jallcom.2015.07.185']"
CoNi,"['10.1016.j.cossms.2017.07.001', '10.1016.j.pmatsci.2021.100807', '10.1016.j.jallcom.2018.02.251', '10.1016.j.intermet.2020.106714', '10.1016.j.actamat.2020.09.052', '10.1016.j.ijplas.2019.07.003', '10.1016.j.msea.2017.02.043', '10.1016.j.msea.2020.139290', '10.1016.j.actamat.2021.117135', '10.1016.j.jallcom.2023.168881']"
CoNiAl,"['10.1016.j.pmatsci.2020.100722', '10.1016.j.cej.2021.132410']"
CoNiCr,"['10.1016.j.cossms.2022.101032', '10.1016.j.jallcom.2023.168881', '10.1016.j.apsusc.2020.146044', '10.1016.j.msea.2023.145957', '10.1016.j.msea.2024.146531', '10.1016.j.mtcomm.2022.103141']"
CoNiCr0.5Al1Ti4,"['10.1016.j.msea.2023.144651', '10.1016.j.jmrt.2023.06.061']"
CoNiCr0.5Al3Ti2,"['10.1016.j.msea.2023.144651', '10.1016.j.jmrt.2023.06.061']"
CoNiCr0.5Al4Ti1,"['10.1016.j.msea.2023.144651', '10.1016.j.jmrt.2023.06.061']"
CoNiCrAlY,"['10.1016.j.jallcom.2022.166388', '10.1016.j.msea.2019.04.030', '10.1016.j.msea.2019.05.033', '10.1016.j.surfcoat.2020.126093']"
CoNiCrFe,"['10.1016.j.actamat.2023.119537', '10.1016.j.jallcom.2023.168881', '10.1016.j.corsci.2023.111383', '10.1016.j.msea.2020.140251']"
CoNiCrFeMn,"['10.1016.j.jallcom.2023.170565', '10.1016.j.msea.2020.140251', '10.1016.j.actamat.2020.06.022', '10.1016.j.cirp.2024.04.066', '10.1016.j.commatsci.2022.111626', '10.1016.j.commatsci.2022.111764', '10.1016.j.eml.2022.101875', '10.1016.j.jallcom.2019.152876', '10.1016.j.msea.2020.139853']"
CoNiCuMoW,"['10.1016.S1003-6326(22)66124-7', '10.1016.j.jmrt.2023.07.005']"
CoNiFe,"['10.1016.j.cossms.2022.101032', '10.1016.j.intermet.2019.106477', '10.1016.j.jallcom.2019.151698']"
CoNiFeAl0.3Cu0.7,"['10.1016.j.actamat.2021.116638', '10.1016.j.msea.2019.138873', '10.1016.j.jmrt.2021.07.116']"
CoNiFeAl0.4Ti0.6Cr0.5,"['10.1016.j.msea.2018.04.080', '10.1016.j.msea.2019.138116']"
CoNiFeCr,"['10.1016.j.physb.2022.414029', '10.1016.j.jallcom.2022.167561']"
CoNiFeCrAl0.6Ti0.4,"['10.1016.j.jallcom.2012.11.146', '10.1016.j.jmrt.2020.09.034', '10.1016.j.jmrt.2023.01.024']"
CoNiV,"['10.1016.j.cossms.2022.101032', '10.1016.j.ijplas.2024.103929', '10.1016.j.ijplas.2022.103509', '10.1016.j.jmst.2023.10.003', '10.1016.j.jallcom.2022.168016', '10.1016.j.mtcomm.2022.103141', '10.1016.j.jallcom.2023.172874']"
Cr0.8MnFeNi,"['10.1016.j.corsci.2022.110211', '10.1016.j.jallcom.2023.171039', '10.1016.j.jmrt.2021.04.020', '10.1016.j.matchar.2022.112087']"
Cr0Mn20Fe20Co20Ni40,"['10.1016.j.actamat.2022.117693', '10.1016.j.actamat.2022.118541']"
Cr1.0MnFeNi,"['10.1016.j.corsci.2022.110211', '10.1016.j.jallcom.2023.171039', '10.1016.j.jmrt.2021.04.020']"
Cr1.2MnFeNi,"['10.1016.j.corsci.2022.110211', '10.1016.j.jmrt.2021.04.020']"
Cr1.5MnFeNi,"['10.1016.j.corsci.2022.110211', '10.1016.j.jallcom.2023.171039', '10.1016.j.jmrt.2021.04.020']"
Cr10Mn10Fe60Co10Ni10,"['10.1016.j.actamat.2019.11.055', '10.1016.j.jallcom.2024.175465', '10.1016.j.msea.2024.146512', '10.1016.j.scriptamat.2022.114955']"
Cr10Mn20Fe20Co20Ni30,"['10.1016.j.actamat.2022.117693', '10.1016.j.actamat.2022.118541']"
Cr10Mn30Fe50Co10,"['10.1016.j.pmatsci.2023.101090', '10.1016.j.jallcom.2023.171341']"
Cr12Ni12Mn16Fe60,"['10.1016.j.jallcom.2021.163331', '10.1016.j.corsci.2023.111023']"
Cr14Mn20Fe20Co20Ni26,"['10.1016.j.actamat.2022.117693', '10.1016.j.actamat.2022.118541']"
Cr15Fe20Co35Ni20Mo10,"['10.1016.j.scriptamat.2017.05.019', '10.1016.j.electacta.2018.05.035']"
Cr15Fe35Mn15Ni35,"['10.1016.j.actamat.2020.07.066', '10.1016.j.jnucmat.2022.153733', '10.1016.j.jnucmat.2023.154827']"
Cr15Fe46Mn17Ni22,"['10.1016.j.commatsci.2022.111508', '10.1016.j.jnucmat.2024.154959']"
Cr16Mn20Fe20Co20Ni24,"['10.1016.j.actamat.2022.117693', '10.1016.j.actamat.2022.118541']"
Cr18.4Mn18.4Fe18.4Co18.4Ni18.4Al8,"['10.1016.j.jallcom.2021.159668', '10.1016.j.matchar.2021.111556']"
Cr18Fe27Mn27Ni28,"['10.1016.j.actamat.2020.07.066', '10.1016.j.jnucmat.2022.153733', '10.1016.j.jnucmat.2023.154827']"
Cr18Mn20Fe20Co20Ni22,"['10.1016.j.actamat.2022.117693', '10.1016.j.actamat.2022.118541']"
Cr20Fe70Ni10,"['10.1016.j.commatsci.2022.111508', '10.1016.j.jnucmat.2024.154959']"
Cr20Mn15Fe34Co20Ni11,"['10.1016.j.msea.2020.140661', '10.1016.j.msea.2022.144126']"
Cr20Mn20Fe20Co20Ni20,"['10.1016.j.matchemphys.2021.125271', '10.1016.j.actamat.2022.117693', '10.1016.j.actamat.2022.118541', '10.1016.j.matdes.2016.04.046', '10.1016.j.jallcom.2024.175465', '10.1016.j.mtadv.2023.100371', '10.1016.j.jallcom.2019.04.121', '10.1016.j.jallcom.2022.167344', '10.1016.j.jmst.2023.04.030', '10.1016.j.matdes.2020.108895', '10.1016.j.msea.2018.08.101', '10.1016.j.mtcomm.2022.104185']"
Cr20Mn20Fe20Co35Ni5,"['10.1016.j.cej.2024.151222', '10.1016.j.compositesa.2024.108130', '10.1016.j.matchar.2022.112641', '10.1016.j.matlet.2022.133461']"
Cr20Mn24Fe30Co20Ni6,"['10.1016.j.msea.2020.140661', '10.1016.j.msea.2022.144126']"
Cr22Co39Ni39,"['10.1016.j.actamat.2020.05.042', '10.1016.j.apsusc.2022.153391']"
Cr22Mn20Fe20Co20Ni18,"['10.1016.j.actamat.2022.117693', '10.1016.j.actamat.2022.118541']"
Cr24Fe32Co24Ni20,"['10.1016.j.matdes.2022.110749', '10.1016.j.matdes.2022.111388', '10.1016.j.vacuum.2022.111331']"
Cr24Mn20Fe20Co20Ni16,"['10.1016.j.actamat.2022.117693', '10.1016.j.actamat.2022.118541']"
Cr25Fe25Co25Ni25,"['10.1016.j.jmrt.2022.01.118', '10.1016.j.jallcom.2018.02.251', '10.1016.j.jmst.2020.07.016', '10.1016.j.ijplas.2023.103732']"
Cr26Mn20Fe20Co20Ni14,"['10.1016.j.msea.2021.141085', '10.1016.j.actamat.2022.117693', '10.1016.j.actamat.2022.118541', '10.1016.j.actamat.2018.09.040', '10.1016.j.actamat.2020.02.024', '10.1016.j.actamat.2020.08.023', '10.1016.j.actamat.2022.117937', '10.1016.j.jallcom.2022.167418', '10.1016.j.jmst.2023.01.023', '10.1016.j.matchar.2017.10.022', '10.1016.j.msea.2021.141858', '10.1016.j.msea.2022.142735', '10.1016.j.msea.2024.146525']"
Cr29.7Co29.7Ni35.4Al4.0Ti1.2,"['10.1016.j.jallcom.2021.160729', '10.1016.j.jallcom.2021.162923']"
Cr33.3Co33.3Ni33.3,"['10.1016.j.jallcom.2018.02.251', '10.1016.j.matchemphys.2021.125271', '10.1016.j.jallcom.2021.161107', '10.1016.j.jmrt.2024.04.188', '10.1016.j.ijplas.2019.08.009']"
Cr33.3Fe33.3Ni33.3,"['10.1016.j.jallcom.2018.02.251', '10.1016.j.actamat.2020.11.012']"
Cr33Co33Ni33,"['10.1016.j.actamat.2023.119490', '10.1016.j.jmst.2020.02.073', '10.1016.j.jmrt.2021.09.095', '10.1016.j.matdes.2024.112840']"
Cr34Fe33Ni33,"['10.1016.j.ijrmhm.2022.105858', '10.1016.j.intermet.2022.107525']"
Cr44Co28Ni28,"['10.1016.j.actamat.2020.05.042', '10.1016.j.apsusc.2022.153391']"
Cr5Mn20Fe20Co20Ni35,"['10.1016.j.actamat.2022.117693', '10.1016.j.actamat.2022.118541']"
Cr7Mn25Co9Ni23Cu36,"['10.1016.j.actamat.2021.116763', '10.1016.j.ijplas.2024.103987']"
CrCoFeMnNi,"['10.1016.j.ijrmhm.2022.106089', '10.1016.j.msea.2024.146214', '10.1016.j.jallcom.2021.161822', '10.1016.j.msea.2020.139661', '10.1016.j.matdes.2017.06.039', '10.1016.j.jallcom.2022.166110']"
CrCoFeNi,"['10.1016.j.jmrt.2023.05.002', '10.1016.j.actamat.2023.119490', '10.1016.j.ijmecsci.2023.108408', '10.1016.j.jallcom.2014.01.135', '10.1016.j.jallcom.2020.156060']"
CrCoNi,"['10.1016.j.jmrt.2023.10.266', '10.1016.j.jmrt.2022.01.118', '10.1016.j.cossms.2017.07.001', '10.1016.j.jmst.2021.08.057', '10.1016.j.jallcom.2023.170555', '10.1016.j.jmst.2020.11.029', '10.1016.j.apsusc.2022.154171', '10.1016.j.actamat.2023.119403', '10.1016.j.intermet.2018.05.013', '10.1016.j.jmst.2023.12.006', '10.1016.j.actamat.2019.12.015', '10.1016.j.pmatsci.2021.100807', '10.1016.j.jmrt.2022.11.027', '10.1016.j.commatsci.2021.110942', '10.1016.j.scriptamat.2019.11.053', '10.1016.j.jallcom.2018.02.251', '10.1016.j.intermet.2022.107747', '10.1016.j.matdes.2023.111593', '10.1016.j.jallcom.2019.151864', '10.1016.j.actamat.2023.118699', '10.1016.j.jallcom.2019.152382', '10.1016.j.jallcom.2020.157388', '10.1016.j.jmrt.2020.01.018', '10.1016.j.jmst.2023.02.002', '10.1016.j.matdes.2022.111572', '10.1016.j.msea.2022.144041', '10.1016.j.actamat.2021.117135', '10.1016.j.actamat.2022.118537', '10.1016.j.ijplas.2021.103144', '10.1016.j.jallcom.2023.169016', '10.1016.j.actamat.2020.05.042', '10.1016.j.apsusc.2022.153391', '10.1016.j.ijplas.2023.103732', '10.1016.j.jmst.2024.05.020', '10.1016.j.jmst.2021.05.037', '10.1016.j.msea.2020.140101', '10.1016.j.jmst.2020.02.073', '10.1016.j.ijplas.2019.08.009', '10.1016.j.matchar.2022.111795', '10.1016.j.actamat.2021.117490', '10.1016.j.msea.2022.142802', '10.1016.j.matchemphys.2023.128667', '10.1016.j.actamat.2023.119249', '10.1016.j.actamat.2017.02.036', '10.1016.j.actamat.2018.02.016', '10.1016.j.actamat.2018.02.037', '10.1016.j.actamat.2018.07.028', '10.1016.j.actamat.2018.12.015', '10.1016.j.actamat.2020.09.021', '10.1016.j.actamat.2021.117112', '10.1016.j.actamat.2022.118049', '10.1016.j.actamat.2022.118314', '10.1016.j.actamat.2022.118380', '10.1016.j.actamat.2023.119032', '10.1016.j.actamat.2023.119079', '10.1016.j.actamat.2023.119230', '10.1016.j.actamat.2024.119775', '10.1016.j.actamat.2024.119903', '10.1016.j.actamat.2024.120150', '10.1016.j.addma.2023.103897', '10.1016.j.corsci.2023.111597', '10.1016.j.ijmecsci.2023.108331', '10.1016.j.ijplas.2023.103651', '10.1016.j.ijplas.2023.103859', '10.1016.j.ijplas.2024.103968', '10.1016.j.intermet.2018.07.014', '10.1016.j.intermet.2019.106578', '10.1016.j.intermet.2020.107050', '10.1016.j.intermet.2020.107057', '10.1016.j.jallcom.2020.154656', '10.1016.j.jallcom.2020.156090', '10.1016.j.jallcom.2020.158105', '10.1016.j.jallcom.2021.159518', '10.1016.j.jallcom.2021.159632', '10.1016.j.jallcom.2021.160623', '10.1016.j.jallcom.2021.162962', '10.1016.j.jallcom.2022.166242', '10.1016.j.jallcom.2024.175452', '10.1016.j.jcis.2023.04.055', '10.1016.j.jmps.2024.105657', '10.1016.j.jmrt.2022.08.045', '10.1016.j.jmrt.2022.11.170', '10.1016.j.jmrt.2022.12.084', '10.1016.j.jmrt.2023.02.019', '10.1016.j.jmrt.2023.10.144', '10.1016.j.jmrt.2024.03.011', '10.1016.j.jmrt.2024.04.248', '10.1016.j.jmrt.2024.06.203', '10.1016.j.jmrt.2024.07.120', '10.1016.j.jmst.2018.03.021', '10.1016.j.jmst.2018.12.002', '10.1016.j.jmst.2019.07.055', '10.1016.j.jmst.2020.03.064', '10.1016.j.jmst.2020.08.058', '10.1016.j.jmst.2021.02.034', '10.1016.j.jmst.2021.07.019', '10.1016.j.jmst.2021.07.042', '10.1016.j.jmst.2021.08.009', '10.1016.j.jmst.2021.08.094', '10.1016.j.jmst.2021.09.058', '10.1016.j.jmst.2022.02.041', '10.1016.j.jmst.2023.05.072', '10.1016.j.jmst.2023.10.025', '10.1016.j.jmst.2023.12.021', '10.1016.j.jmst.2024.01.096', '10.1016.j.jnucmat.2023.154633', '10.1016.j.matchar.2023.112951', '10.1016.j.matchemphys.2020.123073', '10.1016.j.matdes.2020.108786', '10.1016.j.matdes.2020.109202', '10.1016.j.matdes.2023.111609', '10.1016.j.matdes.2023.112387', '10.1016.j.matdes.2024.113131', '10.1016.j.matlet.2023.134649', '10.1016.j.mattod.2019.03.001', '10.1016.j.msea.2019.01.073', '10.1016.j.msea.2020.139224', '10.1016.j.msea.2020.140429', '10.1016.j.msea.2021.141298', '10.1016.j.msea.2021.141306', '10.1016.j.msea.2021.141425', '10.1016.j.msea.2021.141545', '10.1016.j.msea.2021.141610', '10.1016.j.msea.2021.142110', '10.1016.j.msea.2021.142398', '10.1016.j.msea.2022.142854', '10.1016.j.msea.2023.145028', '10.1016.j.msea.2024.146779', '10.1016.j.mtcomm.2020.101776', '10.1016.j.mtcomm.2022.105306', '10.1016.j.mtcomm.2024.109341', '10.1016.j.scriptamat.2019.07.010', '10.1016.j.scriptamat.2019.12.017', '10.1016.j.scriptamat.2021.113985', '10.1016.j.scriptamat.2021.114117', '10.1016.j.scriptamat.2022.114808', '10.1016.j.surfcoat.2009.02.138', '10.1016.j.surfcoat.2023.129772', '10.1016.j.surfcoat.2023.130336', '10.1016.j.triboint.2023.109191', '10.1016.j.vacuum.2018.01.012', '10.1016.S1003-6326(22)65893-X', '10.1016.j.jallcom.2022.167791', '10.1016.j.scriptamat.2019.09.020', '10.1016.j.msea.2022.143890']"
CrCoNiFe,"['10.1016.j.actamat.2018.02.037', '10.1016.j.jcis.2023.04.055', '10.1016.j.jmst.2024.01.096', '10.1016.j.msea.2020.139224']"
CrCoNiFeMn,"['10.1016.j.actamat.2018.02.037', '10.1016.j.actamat.2023.119230', '10.1016.j.intermet.2020.107057', '10.1016.j.jcis.2023.04.055']"
CrCoNiMo,"['10.1016.j.surfcoat.2009.02.138', '10.1016.j.vacuum.2018.01.012']"
CrCoNiN1.75,"['10.1016.j.actamat.2023.119079', '10.1016.j.corsci.2023.111597']"
CrCoNiSi,"['10.1016.j.jallcom.2022.166242', '10.1016.j.jmrt.2024.04.248']"
CrCoNiSi0.1,"['10.1016.j.matdes.2020.109202', '10.1016.j.matdes.2024.113131']"
CrCoNiSi0.2,"['10.1016.j.matdes.2020.109202', '10.1016.j.matdes.2024.113131']"
CrCoNiSi0.3,"['10.1016.j.addma.2022.103360', '10.1016.j.matchar.2024.114088', '10.1016.j.jmrt.2024.04.248', '10.1016.j.matdes.2020.109202', '10.1016.j.matdes.2024.113131']"
CrCu1.5FeMnNi,"['10.1016.j.matchar.2021.111260', '10.1016.j.matlet.2023.135093']"
CrCu2.5FeMnNi,"['10.1016.j.matchar.2021.111260', '10.1016.j.matlet.2023.135093']"
CrCu2FeMnNi,"['10.1016.j.matchar.2021.111260', '10.1016.j.matlet.2023.135093']"
CrCuFeMnNi,"['10.1016.j.scriptamat.2017.03.014', '10.1016.j.matchemphys.2017.09.010', '10.1016.j.matchar.2021.111260', '10.1016.j.matlet.2023.135093']"
CrCuFeNi2,"['10.1016.j.actamat.2016.06.025', '10.1016.j.matchar.2018.07.015']"
CrFe4Co4Ni4,"['10.1016.j.intermet.2023.107847', '10.1016.j.jallcom.2022.168266']"
CrFeCoNi,"['10.1016.j.jmrt.2022.01.118', '10.1016.j.cossms.2017.07.001', '10.1016.j.jallcom.2023.170826', '10.1016.j.actamat.2019.12.015', '10.1016.j.pmatsci.2021.100807', '10.1016.j.pmatsci.2023.101090', '10.1016.j.intermet.2020.106897', '10.1016.j.jallcom.2021.158609', '10.1016.j.jallcom.2018.02.251', '10.1016.j.jallcom.2020.154183', '10.1016.j.jallcom.2022.166720', '10.1016.j.actamat.2021.117135', '10.1016.j.jallcom.2018.06.122', '10.1016.j.intermet.2019.106651', '10.1016.j.matchemphys.2016.11.033', '10.1016.j.jmst.2020.07.016', '10.1016.j.matdes.2022.110749', '10.1016.j.matdes.2022.111388', '10.1016.j.vacuum.2022.111331', '10.1016.j.ijplas.2023.103732', '10.1016.j.intermet.2020.107050', '10.1016.j.jmst.2021.07.019', '10.1016.j.matdes.2020.108786', '10.1016.j.mtcomm.2024.109341', '10.1016.j.jallcom.2022.164137', '10.1016.S1003-6326(23)66223-5', '10.1016.j.actamat.2016.12.046', '10.1016.j.actamat.2021.117371', '10.1016.j.cej.2023.142766', '10.1016.j.commatsci.2024.113039', '10.1016.j.ijplas.2022.103497', '10.1016.j.intermet.2013.03.018', '10.1016.j.intermet.2017.09.011', '10.1016.j.intermet.2023.107886', '10.1016.j.jallcom.2021.161408', '10.1016.j.jallcom.2021.161495', '10.1016.j.jallcom.2021.162892', '10.1016.j.jmrt.2020.05.093', '10.1016.j.jmrt.2021.10.042', '10.1016.j.jmrt.2022.06.057', '10.1016.j.matdes.2019.108170', '10.1016.j.matlet.2024.137006', '10.1016.j.msea.2022.142748', '10.1016.j.msea.2022.144295', '10.1016.j.mtcomm.2022.103241', '10.1016.j.scriptamat.2016.07.023', '10.1016.j.scriptamat.2021.114339', '10.1016.j.wear.2020.203583', '10.1016.j.micron.2022.103399']"
CrFeCoNiAl,"['10.1016.j.micron.2022.103399', '10.1016.j.apsusc.2021.151309']"
CrFeCoNiAl0.01,"['10.1016.j.micron.2022.103399', '10.1016.j.matlet.2021.130487']"
CrFeCoNiAl0.05,"['10.1016.j.micron.2022.103399', '10.1016.j.matlet.2021.130487']"
CrFeCoNiAl0.6,"['10.1016.j.jallcom.2020.154100', '10.1016.j.jmst.2021.09.013']"
CrFeCoNiAl0.7,"['10.1016.j.jallcom.2020.154100', '10.1016.j.intermet.2022.107657', '10.1016.j.jmst.2021.01.053']"
CrFeCoNiAlCu,"['10.1016.j.cossms.2017.07.001', '10.1016.j.jmst.2024.03.027']"
CrFeCoNiCu,"['10.1016.j.cossms.2017.07.001', '10.1016.j.pmatsci.2021.100807', '10.1016.j.scriptamat.2020.05.049', '10.1016.S1003-6326(23)66223-5', '10.1016.j.intermet.2023.107886', '10.1016.j.jallcom.2021.161408', '10.1016.j.jallcom.2021.162892', '10.1016.j.jmst.2023.07.035', '10.1016.j.jallcom.2022.168003', '10.1016.j.matchar.2023.112837', '10.1016.j.matchar.2023.112977', '10.1016.j.scriptamat.2020.08.045', '10.1016.j.surfcoat.2020.126440']"
CrFeCoNiCu0.5,"['10.1016.j.intermet.2023.107886', '10.1016.j.jallcom.2021.161408']"
CrFeCoNiCu0.8,"['10.1016.j.jallcom.2021.161408', '10.1016.j.jallcom.2022.168003']"
CrFeCoNiMn,"['10.1016.j.cossms.2017.07.001', '10.1016.j.actamat.2016.12.046', '10.1016.j.apsusc.2021.151309', '10.1016.j.msea.2018.09.028']"
CrFeCoNiMn0.75Cu0.25,"['10.1016.j.ijplas.2022.103296', '10.1016.j.ijplas.2023.103808', '10.1016.j.scriptamat.2022.114678']"
CrFeCoNiMo,"['10.1016.j.optlastec.2021.107447', '10.1016.j.apsusc.2019.144453', '10.1016.j.apsusc.2021.151309']"
CrFeCoNiMo0.2,"['10.1016.j.jmrt.2022.01.118', '10.1016.j.surfcoat.2021.126911', '10.1016.j.intermet.2021.107371', '10.1016.j.msea.2017.02.064', '10.1016.j.intermet.2024.108346']"
CrFeCoNiPd,"['10.1016.j.cossms.2017.07.001', '10.1016.j.pmatsci.2021.100807', '10.1016.j.jnucmat.2022.153814', '10.1016.j.actamat.2021.117307', '10.1016.j.actamat.2016.12.046', '10.1016.j.jmmm.2020.167371', '10.1016.j.jmps.2024.105639', '10.1016.j.scriptamat.2024.116181']"
CrFeMnNi,"['10.1016.j.jallcom.2022.166768', '10.1016.j.scriptamat.2017.03.014', '10.1016.j.jnucmat.2022.154163', '10.1016.j.matchar.2021.111260', '10.1016.j.commatsci.2021.111165', '10.1016.j.scriptamat.2019.11.042']"
CrFeMnNiTi,"['10.1016.j.scriptamat.2017.03.014', '10.1016.j.jmmm.2018.04.056']"
CrFeMnV,"['10.1016.j.corsci.2023.111403', '10.1016.j.jallcom.2022.164526']"
CrFeMoV,"['10.1016.j.matchemphys.2022.127013', '10.1016.j.matchar.2019.06.027']"
CrFeNbTiMo,"['10.1016.j.intermet.2023.107829', '10.1016.j.jallcom.2023.171630', '10.1016.j.matlet.2023.133958']"
